path,code,name,shape,color,front,back,shape_class,color_class,front_class,back_class
../data/img\201300035/201300035.jpg,201300035,화이투벤큐코프연질캡슐,타원형,파랑|투명,TWLQC,-,8,21,962,1
../data/img\201300036/201300036.jpg,201300036,화이투벤큐연질캡슐,타원형,빨강|투명,TWLQQ,-,8,10,964,1
../data/img\201300045/201300045.jpg,201300045,화이투벤씨플러스캡슐,장방형,빨강,CLRWTCC,-,7,9,191,1
../data/img\201300051/201300051.jpg,201300051,아스텍트정,원형,하양,DC,DC,5,22,267,84
../data/img\201300116/201300116.jpg,201300116,이브큐레이디연질캡슐,타원형,빨강|투명,이브큐,-,8,10,1229,1
../data/img\201300642/201300642.jpg,201300642,카바몰에스정,타원형,주황,SIM,-,8,13,846,1
../data/img\201301235/201301235.jpg,201301235,파인펜정,타원형,파랑,KN11,-,8,20,570,1
../data/img\201301377/201301377.jpg,201301377,유니온아스피린장용정,원형,하양,UK,SV,5,22,975,163
../data/img\201301493/201301493.jpg,201301493,에이프록센연질캡슐,타원형,노랑|투명,에이프록센,-,8,4,1221,1
../data/img\201301591/201301591.jpg,201301591,이지엔6이브연질캡슐,타원형,파랑|투명,EVE,-,8,21,348,1
../data/img\201301656/201301656.jpg,201301656,프라임아스피린장용정100밀리그램,원형,하양,PPA,-,5,22,757,1
../data/img\201302260/201302260.jpg,201302260,아카펜에스정,원형,분홍,A분할선A,-,5,7,90,1
../data/img\201303988/201303988.jpg,201303988,빅톤에프연질캡슐,타원형,빨강,SIVCTF,-,8,9,854,1
../data/img\201303989/201303989.jpg,201303989,디카엠정,원형,분홍,MJ,1,5,7,646,2
../data/img\201304742/201304742.jpg,201304742,암브론정30mg,원형,하양,CΛ분할선ΛM,-,5,22,243,1
../data/img\201305220/201305220.jpg,201305220,글루100정,원형,하양,DC,G,5,22,267,104
../data/img\201305371/201305371.jpg,201305371,뉴트리-비프리미엄정,타원형,주황,NBP,KLN,8,13,700,120
../data/img\201305831/201305831.jpg,201305831,제트-유정,장방형,연두,ZU,-,7,11,1084,1
../data/img\201306063/201306063.jpg,201306063,밸런비타연질캡슐,타원형,검정,BLVITA,-,8,2,120,1
../data/img\201306123/201306123.jpg,201306123,카메드정,원형,분홍,CM,-,5,7,192,1
../data/img\201306134/201306134.jpg,201306134,비오플250캡슐,장방형,하양,BOF250,-,7,22,125,1
../data/img\201306135/201306135.jpg,201306135,비타라민정,원형,분홍,FB,-,5,7,357,1
../data/img\201306176/201306176.jpg,201306176,파미딘정,원형,연두,FM,CKD,5,11,362,69
../data/img\201306207/201306207.jpg,201306207,아세틸캡슐,장방형,파랑,WalC49,-,7,20,1034,1
../data/img\201306491/201306491.jpg,201306491,나쎈연질캡슐,타원형,초록|투명,나쎈,-,8,18,1111,1
../data/img\201306492/201306492.jpg,201306492,캐롤엔연질캡슐,타원형,빨강,캐롤엔,-,8,9,1238,1
../data/img\201306597/201306597.jpg,201306597,하벤콜큐연질캡슐,타원형,빨강|투명,하벤콜Q,-,8,10,1267,1
../data/img\201306861/201306861.jpg,201306861,하벤큐연질캡슐,타원형,노랑|투명,하벤Q,-,8,4,1263,1
../data/img\201306862/201306862.jpg,201306862,하벤코프큐연질캡슐,타원형,파랑|투명,하벤코프Q,-,8,21,1266,1
../data/img\201307061/201307061.jpg,201307061,린아스장용정,원형,하양,LAS,-,5,22,606,1
../data/img\201307087/201307087.jpg,201307087,아드린정,원형,노랑,TG,A분할선R,5,3,929,44
../data/img\201307342/201307342.jpg,201307342,우루큐백정,장방형,주황,MTS,10,7,13,675,3
../data/img\201307379/201307379.jpg,201307379,마이믹스정,장방형,빨강,WMD,-,7,9,1020,1
../data/img\201307834/201307834.jpg,201307834,글로게이트정,원형,하양,KG,U1,5,22,551,179
../data/img\201307930/201307930.jpg,201307930,노자임캡슐40000,장방형,갈색,40.000,-,7,0,13,1
../data/img\201308169/201308169.jpg,201308169,콘센비타프리미엄정,타원형,갈색,ID·CP,분할선,8,0,471,223
../data/img\201308173/201308173.jpg,201308173,마그토닉연질캡슐,타원형,빨강,DCMT,-,8,9,272,1
../data/img\201308377/201308377.jpg,201308377,마그셀연질캡슐,타원형,갈색,KSMGC,-,8,0,593,1
../data/img\201308385/201308385.jpg,201308385,이부로엔연질캡슐,타원형,노랑|투명,SKIBN,-,8,4,863,1
../data/img\201308550/201308550.jpg,201308550,슬림비플러스정,삼각형,노랑,마크,SP,3,3,1137,161
../data/img\201308922/201308922.jpg,201308922,에스부펜정,원형,분홍,SCD,-,5,7,818,1
../data/img\201309055/201309055.jpg,201309055,쌩코연질캡슐,타원형,주황|투명,SNPSSC,-,8,14,880,1
../data/img\201309056/201309056.jpg,201309056,쌩코프연질캡슐,타원형,초록|투명,SNPSCF,-,8,18,878,1
../data/img\201309057/201309057.jpg,201309057,쌩콜연질캡슐,타원형,빨강|투명,SNPSCL,-,8,10,879,1
../data/img\201309202/201309202.jpg,201309202,잔큐75정,육각형,주황,DID,75,6,13,284,24
../data/img\201309386/201309386.jpg,201309386,디맥정,장방형,하양,마크분할선D,-,7,22,1178,1
../data/img\201309579/201309579.jpg,201309579,오메콜에프캡슐,장방형,파랑,SNPOM,-,7,20,876,1
../data/img\201309581/201309581.jpg,201309581,하벤유에스캡슐,장방형,자주,하벤유,-,7,12,1265,1
../data/img\201309612/201309612.jpg,201309612,메가트루골드정,타원형,갈색,Y분할선H,B-All,8,0,1076,47
../data/img\201309684/201309684.jpg,201309684,알카메이트정,타원형,분홍,MA,-,8,7,630,1
../data/img\201309804/201309804.jpg,201309804,리액트프리미엄정,원형,갈색,IY,RE,5,0,483,149
../data/img\201309882/201309882.jpg,201309882,비나폴로프리미엄정,타원형,노랑,V분할선N,-,8,3,1006,1
../data/img\201310091/201310091.jpg,201310091,브이디500아이유정,원형,하양,SI,5,5,22,835,21
../data/img\201310207/201310207.jpg,201310207,명문아스피린장용정100mg,원형,하양,MMAS,-,5,22,657,1
../data/img\201310212/201310212.jpg,201310212,아르테빈캡슐,장방형,주황|투명,AGASP,-,7,14,33,1
../data/img\201310281/201310281.jpg,201310281,스피록센연질캡슐,타원형,빨강|투명,KDPNX,-,8,10,547,1
../data/img\201310391/201310391.jpg,201310391,헬씨파워연질캡슐,타원형,검정,RPHPW,-,8,2,792,1
../data/img\201310498/201310498.jpg,201310498,자이날큐연질캡슐,타원형,파랑|투명,자이날Q,-,8,21,1233,1
../data/img\201310516/201310516.jpg,201310516,하드칼츄어블이지정,원형,하양,BK3,-,5,22,113,1
../data/img\201310533/201310533.jpg,201310533,라딘큐정,원형,분홍,NKM,-,5,7,710,1
../data/img\201310592/201310592.jpg,201310592,바소피린장용정,원형,하양,VP,-,5,22,1001,1
../data/img\201310642/201310642.jpg,201310642,패튼정,장방형,하양,WJ64,-,7,22,1014,1
../data/img\201310644/201310644.jpg,201310644,본본연질캡슐,타원형,검정,B-BORN,-,8,2,100,1
../data/img\201310777/201310777.jpg,201310777,큐티딘정75mg,원형,분홍,YP,75,5,7,1064,24
../data/img\201310917/201310917.jpg,201310917,액티넘이엑스플러스정,원형,노랑,AM3020,-,5,3,46,1
../data/img\201310950/201310950.jpg,201310950,이지펜연질캡슐,타원형,빨강|투명,EZ,-,8,10,351,1
../data/img\201400325/201400325.jpg,201400325,리드콜연질캡슐,타원형,빨강|투명,Leadcol,-,8,10,623,1
../data/img\201400348/201400348.jpg,201400348,쉐러콜에스연질캡슐,타원형,빨강|투명,RPSCS,-,8,10,800,1
../data/img\201400493/201400493.jpg,201400493,유영아스피린장용정100mg,원형,하양,YAS1,-,5,22,1039,1
../data/img\201400701/201400701.jpg,201400701,알마티정,장방형,하양,HN,ΛM,7,22,434,210
../data/img\201400842/201400842.jpg,201400842,이파워비타연질캡슐,타원형,갈색,YPF,-,8,0,1067,1
../data/img\201400980/201400980.jpg,201400980,텐파워플러스연질캡슐,타원형,빨강,YPT,-,8,9,1074,1
../data/img\201401232/201401232.jpg,201401232,팜젠암브록솔염산염정30mg,원형,하양,A,SD,5,22,16,157
../data/img\201401236/201401236.jpg,201401236,디어미정,원형,하양,-,-,5,22,0,1
../data/img\201401248/201401248.jpg,201401248,덱쎈연질캡슐,타원형,초록|투명,DEXEN,-,8,18,278,1
../data/img\201401417/201401417.jpg,201401417,라니린에스정,장방형,노랑,마크분할선rS,분할선,7,3,1181,223
../data/img\201401475/201401475.jpg,201401475,아페린씨정,장방형,주황,H분할선S,ATP,7,13,450,41
../data/img\201401484/201401484.jpg,201401484,씨엠지아스피린장용정100mg,원형,하양,CP,AS,5,22,205,38
../data/img\201401536/201401536.jpg,201401536,에모펜씨정,장방형,파랑,H분할선S,ATP,7,20,450,41
../data/img\201401660/201401660.jpg,201401660,콜락연질캡슐,타원형,파랑|투명,콜락,-,8,21,1242,1
../data/img\201401768/201401768.jpg,201401768,비비코에스연질캡슐,타원형,파랑|투명,RPVCS,-,8,21,801,1
../data/img\201401944/201401944.jpg,201401944,장제로정,원형,연두,IYJZ,-,5,11,485,1
../data/img\201402056/201402056.jpg,201402056,라니딘정75mg,원형,분홍,TE,75,5,7,924,24
../data/img\201402059/201402059.jpg,201402059,알티디75정,삼각형,분홍,PK,75,3,7,741,24
../data/img\201402061/201402061.jpg,201402061,러지피드정,원형,하양,DID,분할선60,5,22,284,224
../data/img\201402095/201402095.jpg,201402095,큐피코와골드알파정,원형,분홍,Q&Pα,-,5,7,769,1
../data/img\201402125/201402125.jpg,201402125,아이키비타플러스츄어블정,원형,노랑,MTS,11,5,3,675,5
../data/img\201402316/201402316.jpg,201402316,퀵플러스연질캡슐,타원형,빨강|투명,ET13,-,8,10,333,1
../data/img\201402338/201402338.jpg,201402338,케어담정,장방형,하양,CΛJΛ,-,7,22,242,1
../data/img\201402369/201402369.jpg,201402369,신일겔정,원형,하양,SIG,분할선,5,22,842,223
../data/img\201402565/201402565.jpg,201402565,훼너에스연질캡슐,타원형,갈색,훼너S,-,8,0,1278,1
../data/img\201402678/201402678.jpg,201402678,삼진아스피린장용정,원형,하양,FL1,-,5,22,361,1
../data/img\201402703/201402703.jpg,201402703,릴랙슬정,원형,하양,CT,RLS,5,22,217,150
../data/img\201402733/201402733.jpg,201402733,알보젠알마게이트정,장방형,하양,ΛMG,ΛLK,7,22,1096,209
../data/img\201402826/201402826.jpg,201402826,알리겔정,장방형,하양,hw,500,7,22,1091,22
../data/img\201402984/201402984.jpg,201402984,그린콜샷리퀴드연질캡슐,타원형,빨강|투명,GC-L,-,8,10,374,1
../data/img\201403061/201403061.jpg,201403061,디오본포르테정,타원형,연두,DID,B3,8,11,284,50
../data/img\201403062/201403062.jpg,201403062,디오본1000정,장방형,연두,DID,B4,7,11,284,51
../data/img\201403192/201403192.jpg,201403192,일양바이오알마게이트정500밀리그램,장방형,하양,마크,AM,7,22,1137,33
../data/img\201403389/201403389.jpg,201403389,여우엔연질캡슐,타원형,초록|투명,여우엔,-,8,18,1223,1
../data/img\201403390/201403390.jpg,201403390,한솔나프록센연질캡슐,타원형,청록|투명,KHSN,-,8,16,554,1
../data/img\201403391/201403391.jpg,201403391,확펜연질캡슐,타원형,노랑|투명,확펜,-,8,4,1277,1
../data/img\201403429/201403429.jpg,201403429,일양바이오아세틸시스테인캡슐200밀리그램,장방형,파랑,IBACT200,-,7,20,452,1
../data/img\201403560/201403560.jpg,201403560,근편정,장방형,하양,KLN,CZ,7,22,561,79
../data/img\201403697/201403697.jpg,201403697,아테인캡슐,장방형,연두,HUVATEIN,-,7,11,446,1
../data/img\201403739/201403739.jpg,201403739,알마노겐정,장방형,하양,ETG,-,7,22,337,1
../data/img\201403877/201403877.jpg,201403877,나리센연질캡슐,장방형,초록|투명,KKM,-,7,18,559,1
../data/img\201403991/201403991.jpg,201403991,프리센연질캡슐,타원형,빨강|투명,CP4,-,8,10,208,1
../data/img\201404088/201404088.jpg,201404088,풀리겐정,타원형,하양,MJ7,-,8,22,648,1
../data/img\201404153/201404153.jpg,201404153,키즈팡츄어블정,원형,분홍,YH,마크,5,7,1043,214
../data/img\201404206/201404206.jpg,201404206,로라젠정,타원형,하양,N분할선10,-,8,22,729,1
../data/img\201404221/201404221.jpg,201404221,싸이타민정,기타,분홍,마크,-,0,7,1137,1
../data/img\201404287/201404287.jpg,201404287,리포유정,장방형,초록,HUV,-,7,17,445,1
../data/img\201404331/201404331.jpg,201404331,아파베린정,원형,하양,KS,PV,5,22,589,148
../data/img\201404406/201404406.jpg,201404406,페인엔젤센연질캡슐,타원형,주황|투명,페인엔젤S,-,8,14,1255,1
../data/img\201404416/201404416.jpg,201404416,이든알마게이트정,장방형,하양,E02,500,7,22,316,22
../data/img\201404670/201404670.jpg,201404670,비센큐정,원형,연두,MJ,-,5,11,646,1
../data/img\201404696/201404696.jpg,201404696,휴비스트아스피린장용정,원형,하양,마크,ΛS2,5,22,1137,213
../data/img\201404844/201404844.jpg,201404844,앤디락생캡슐,장방형,자주,IYAS,-,7,12,484,1
../data/img\201404888/201404888.jpg,201404888,로피딘캡슐,장방형,하양,whiteLOP,-,7,22,1094,1
../data/img\201404893/201404893.jpg,201404893,일양바이오라니티딘정75밀리그램,오각형,분홍,IB,5,4,7,451,21
../data/img\201404973/201404973.jpg,201404973,덴타가드플러스캡슐,장방형,초록,CEP10,-,7,17,165,1
../data/img\201405042/201405042.jpg,201405042,메이킨큐장용정,원형,초록,마크,-,5,17,1137,1
../data/img\201405100/201405100.jpg,201405100,오스테인캡슐200밀리그램,장방형,초록,ΛUKΛTS,-,7,17,1103,1
../data/img\201405107/201405107.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
../data/img\201405300/201405300.jpg,201405300,토코탑연질캡슐,타원형,갈색,토코탑,-,8,0,1249,1
../data/img\201405439/201405439.jpg,201405439,디소론캡슐,장방형,하양,KKDIO,-,7,22,556,1
../data/img\201405450/201405450.jpg,201405450,트릴로신정,원형,연두,MJ11,-,5,11,647,1
../data/img\201405454/201405454.jpg,201405454,덴티큐어캡슐,장방형,파랑,DTQDTQ,-,7,20,303,1
../data/img\201405494/201405494.jpg,201405494,일동폴산정1밀리그램,원형,노랑,IDFΛ,-,5,3,463,1
../data/img\201405706/201405706.jpg,201405706,도미다프리미엄정,타원형,하양,마크D,-,8,22,1148,1
../data/img\201405772/201405772.jpg,201405772,아로그린골드정,타원형,갈색,MTS,12,8,0,675,6
../data/img\201406015/201406015.jpg,201406015,아나프제연질캡슐,타원형,빨강|투명,ANAF,-,8,10,52,1
../data/img\201406046/201406046.jpg,201406046,유메이드정,타원형,분홍,MJ,분할선,8,7,646,223
../data/img\201500001/201500001.jpg,201500001,블루콜엠연질캡슐,타원형,검정,BLCM,-,8,2,119,1
../data/img\201500644/201500644.jpg,201500644,베로나에스정,원형,주황,CU,-,5,13,222,1
../data/img\201500662/201500662.jpg,201500662,텐다나민캡슐,장방형,보라,TENDATENDA,-,7,5,927,1
../data/img\201500673/201500673.jpg,201500673,다펜-큐연질캡슐,타원형,파랑|투명,CADFQ,-,8,21,150,1
../data/img\201500683/201500683.jpg,201500683,프러펜400연질캡슐,타원형,주황|투명,프러펜,-,8,14,1259,1
../data/img\201500723/201500723.jpg,201500723,뮤테인캡슐,장방형,하양,H.KrsH.Krs,-,7,22,405,1
../data/img\201500972/201500972.jpg,201500972,아로나민씨플러스미니정,타원형,노랑,Aro+,-,8,3,85,1
../data/img\201501029/201501029.jpg,201501029,클리어딘연질캡슐,타원형,파랑|투명,CLD,-,8,21,187,1
../data/img\201501074/201501074.jpg,201501074,투콜캡슐,장방형,주황,IWPT1,-,7,13,482,1
../data/img\201501150/201501150.jpg,201501150,헤모포민큐캡슐,장방형,갈색,마크HMFQ,-,7,0,1157,1
../data/img\201501348/201501348.jpg,201501348,헤모스민캡슐,장방형,초록,마크HM,-,7,17,1156,1
../data/img\201501471/201501471.jpg,201501471,클로다펜정,원형,하양,마크,CLD,5,22,1137,71
../data/img\201501483/201501483.jpg,201501483,제라타딘정,원형,하양,JT분할선10,-,5,22,511,1
../data/img\201501557/201501557.jpg,201501557,맥스타민프리미엄정,타원형,갈색,IHMP,-,8,0,475,1
../data/img\201501592/201501592.jpg,201501592,낙센연질캡슐,타원형,분홍|투명,NAX,-,8,8,698,1
../data/img\201501594/201501594.jpg,201501594,싸이라민정,원형,하양,ALPHA,-,5,22,42,1
../data/img\201501637/201501637.jpg,201501637,마그벤연질캡슐,타원형,갈색,마그벤,-,8,0,1132,1
../data/img\201501809/201501809.jpg,201501809,베아라제정,장방형,연두,HKB,-,7,11,422,1
../data/img\201501814/201501814.jpg,201501814,알킬정,장방형,분홍,MTS,분할선,7,7,675,223
../data/img\201502206/201502206.jpg,201502206,베스티아제정,장방형,연두,TE,-,7,11,924,1
../data/img\201502335/201502335.jpg,201502335,엘카르씬정,원형,하양,KKL,-,5,22,558,1
../data/img\201502375/201502375.jpg,201502375,파세몰비타정,장방형,노랑,P-VITA,분할선,7,3,735,223
../data/img\201502386/201502386.jpg,201502386,덱스트론정300밀리그램,장방형,분홍,D분할선T,-,7,7,313,1
../data/img\201502394/201502394.jpg,201502394,근속프정,원형,하양,IH,C,5,22,474,60
../data/img\201502420/201502420.jpg,201502420,휴니즈아세틸시스테인캡슐200mg,장방형,파랑,마크ACT,-,7,20,1142,1
../data/img\201502442/201502442.jpg,201502442,코리투살에스코프연질캡슐,타원형,파랑|투명,에스코프,-,8,21,1219,1
../data/img\201502443/201502443.jpg,201502443,코리투살에스콜드연질캡슐,타원형,노랑|투명,에스콜드,-,8,4,1220,1
../data/img\201502577/201502577.jpg,201502577,뮤스테인캡슐200mg,장방형,파랑,MU200KBP,-,7,20,681,1
../data/img\201502752/201502752.jpg,201502752,이부프렌드연질캡슐,타원형,빨강|투명,IFR,-,8,10,472,1
../data/img\201502766/201502766.jpg,201502766,토르민정,원형,분홍,MJH,-,5,7,650,1
../data/img\201502798/201502798.jpg,201502798,덴티드에프캡슐,장방형,파랑,EK2DTD,-,7,20,323,1
../data/img\201502813/201502813.jpg,201502813,프리아틸정600mg,타원형,하양,600,분할선,8,22,14,223
../data/img\201502962/201502962.jpg,201502962,덴타나캡슐,장방형,노랑,덴타나,-,7,3,1115,1
../data/img\201502970/201502970.jpg,201502970,메가콘벤800정,장방형,노랑,D분할선C,M800,7,3,311,131
../data/img\201502994/201502994.jpg,201502994,비카린엠장용정,원형,연두,MJM,-,5,11,651,1
../data/img\201504791/201504791.jpg,201504791,메가골드비타정,타원형,갈색,MGA,-,8,0,638,1
../data/img\201504861/201504861.jpg,201504861,브레노즈연질캡슐,타원형,빨강|투명,브레노즈,-,8,10,1203,1
../data/img\201505018/201505018.jpg,201505018,임팩타민파워에이플러스정,타원형,노랑,VBT,분할선,8,3,989,223
../data/img\201505023/201505023.jpg,201505023,키즈애드츄어블정,원형,노랑,KAC,-,5,3,529,1
../data/img\201505072/201505072.jpg,201505072,락토민지캡슐,장방형,하양,LTO-GLTO-G,-,7,22,621,1
../data/img\201505123/201505123.jpg,201505123,비오루스캡슐,장방형,하양,SCDBiolus,-,7,22,820,1
../data/img\201505138/201505138.jpg,201505138,헬티스에프캡슐,장방형,노랑,헬티스FHELTEETHFSP,-,7,3,1271,1
../data/img\201505153/201505153.jpg,201505153,비오켄캡슐,장방형,하양,NKBLK,-,7,22,706,1
../data/img\201505342/201505342.jpg,201505342,휴펜정,장방형,노랑,ETi5,-,7,3,346,1
../data/img\201505745/201505745.jpg,201505745,제감콜드캡슐,장방형,갈색,SINILHCOLD,-,7,0,848,1
../data/img\201505921/201505921.jpg,201505921,엘다인캡슐,장방형,초록,ETXR2,-,7,17,342,1
../data/img\201506398/201506398.jpg,201506398,모아탄캡슐,장방형,초록,SDHAIRGROW,-,7,17,827,1
../data/img\201507206/201507206.jpg,201507206,비엔티정,원형,노랑,LJ,MT,5,3,615,139
../data/img\201507403/201507403.jpg,201507403,세노비아에프정,원형,연두,PKE,1,5,11,746,2
../data/img\201507418/201507418.jpg,201507418,락서스정,타원형,하양,AG,-,8,22,31,1
../data/img\201507425/201507425.jpg,201507425,젠스트린트로키,원형,하양,ZENSTRYNP,ZENSTRYNP,5,22,1078,205
../data/img\201507620/201507620.jpg,201507620,비알뮤코캡슐,장방형,파랑,BRBMUCO,-,7,20,131,1
../data/img\201507631/201507631.jpg,201507631,락토셀캡슐,장방형,하양,JH02,-,7,22,499,1
../data/img\201507900/201507900.jpg,201507900,모나에스캡슐,장방형,초록,JWSMSC,-,7,17,514,1
../data/img\201507963/201507963.jpg,201507963,마룬정,타원형,노랑,MA,마크,8,3,630,214
../data/img\201508370/201508370.jpg,201508370,센코딜에스정,원형,연두,KDS,-,5,11,548,1
../data/img\201508445/201508445.jpg,201508445,기가엔드연질캡슐,타원형,빨강,GGD,-,8,9,377,1
../data/img\201600289/201600289.jpg,201600289,광동리버샷정,원형,갈색,K.D,-,5,0,527,1
../data/img\201600490/201600490.jpg,201600490,플로라딘연질캡슐,타원형,초록|투명,D-WF,-,8,18,255,1
../data/img\201600574/201600574.jpg,201600574,가네진정,타원형,빨강,GNZ,마크,8,9,391,214
../data/img\201600677/201600677.jpg,201600677,모앤캡슐,장방형,초록,CVP,-,7,17,223,1
../data/img\201600993/201600993.jpg,201600993,알파콜에프캡슐,장방형,주황,마크01,-,7,13,1138,1
../data/img\201601245/201601245.jpg,201601245,엘리도스캡슐,장방형,초록,edRP,-,7,17,1089,1
../data/img\201602068/201602068.jpg,201602068,덱스렌정,장방형,주황,ΛUK,DXB,7,13,1102,94
../data/img\201602144/201602144.jpg,201602144,알로스탑연질캡슐,타원형,파랑|투명,YJAL,-,8,21,1059,1
../data/img\201602342/201602342.jpg,201602342,듀오레캡슐,장방형,노랑,NKDUO,-,7,3,708,1
../data/img\201602500/201602500.jpg,201602500,에스린정,타원형,하양,마크,C23,8,22,1137,62
../data/img\201602682/201602682.jpg,201602682,메클린구강용해필름25밀리그램,사각형,노랑,-,-,2,3,0,1
../data/img\201602683/201602683.jpg,201602683,엘레비트정,타원형,노랑,ELEVIT,분할선,8,3,324,223
../data/img\201602701/201602701.jpg,201602701,앤도민300프리미엄연질캡슐,장방형,빨강,ADMP3,-,7,9,29,1
../data/img\201602706/201602706.jpg,201602706,엘도스인캡슐,장방형,초록,KGPC24,-,7,17,552,1
../data/img\201602714/201602714.jpg,201602714,알러비정,원형,하양,JS분할선C,-,5,22,508,1
../data/img\201602738/201602738.jpg,201602738,뮤코티아캡슐200밀리그램,장방형,연두,DMAC200,-,7,11,292,1
../data/img\201602801/201602801.jpg,201602801,베라비타정,타원형,갈색,SL,-,8,0,865,1
../data/img\201602871/201602871.jpg,201602871,뉴에르도테캡슐,장방형,초록,ANEDT,-,7,17,55,1
../data/img\201603096/201603096.jpg,201603096,크로닌연질캡슐,장방형,청록|투명,크로닌,-,7,16,1244,1
../data/img\201603208/201603208.jpg,201603208,덴티골드캡슐,장방형,초록,마크덴티골드,-,7,17,1173,1
../data/img\201603223/201603223.jpg,201603223,기가파워연질캡슐,타원형,빨강,GIGA,-,8,9,386,1
../data/img\201603293/201603293.jpg,201603293,젠빅플러스연질캡슐,장방형,갈색,젠빅플러스,-,7,0,1236,1
../data/img\201604010/201604010.jpg,201604010,로페도에프캡슐,장방형,노랑,MTS로페도에프,-,7,3,680,1
../data/img\201604164/201604164.jpg,201604164,뉴셀렌연질캡슐,장방형,검정,RPNSL,-,7,2,798,1
../data/img\201604189/201604189.jpg,201604189,몰바렌에스캡슐,장방형,노랑,SNPMS,-,7,3,875,1
../data/img\201604211/201604211.jpg,201604211,로페리놀에스캡슐,장방형,노랑,로페리놀SIB,-,7,3,1125,1
../data/img\201604350/201604350.jpg,201604350,렉센엔캡슐,장방형,하양,RXNHL,-,7,22,804,1
../data/img\201604413/201604413.jpg,201604413,마그투연질캡슐,장방형,갈색,SNPMG2,-,7,0,874,1
../data/img\201604641/201604641.jpg,201604641,펜싹코연질캡슐,타원형,노랑|투명,PSSK,-,8,4,760,1
../data/img\201604678/201604678.jpg,201604678,아이골드정,타원형,노랑,TBC,-,8,3,922,1
../data/img\201604711/201604711.jpg,201604711,펜싹코프연질캡슐,타원형,파랑|투명,PSSF,-,8,21,759,1
../data/img\201604914/201604914.jpg,201604914,덴스트롱캡슐,장방형,노랑,KBDS,-,7,3,534,1
../data/img\201605000/201605000.jpg,201605000,슈가린정,타원형,연두,A분할선C,S,8,11,91,154
../data/img\201605007/201605007.jpg,201605007,렘피드캡슐,장방형,초록,MTSLMP,-,7,17,679,1
../data/img\201605155/201605155.jpg,201605155,헤모락에이캡슐,장방형,갈색,KAPHMR,-,7,0,531,1
../data/img\201605326/201605326.jpg,201605326,바로코민골드정,타원형,갈색,마크,VΛG,8,0,1137,194
../data/img\201605433/201605433.jpg,201605433,칼니틴정,원형,하양,AC/LC,-,5,22,23,1
../data/img\201605439/201605439.jpg,201605439,제감코프캡슐,장방형,파랑,SINIL제감코프,-,7,20,851,1
../data/img\201605497/201605497.jpg,201605497,비백파워정,타원형,갈색,AC,100,8,0,22,4
../data/img\201605499/201605499.jpg,201605499,기가제로연질캡슐,타원형,주황,GGZ,-,8,13,378,1
../data/img\201605577/201605577.jpg,201605577,빅스코민에스정,타원형,갈색,KS,VIC,8,0,589,190
../data/img\201605578/201605578.jpg,201605578,비타케어에프정,장방형,갈색,KS,VC,7,0,589,189
../data/img\201605694/201605694.jpg,201605694,맥스디스정,타원형,초록,HK,-,8,17,421,1
../data/img\201605943/201605943.jpg,201605943,엘카르닌정,원형,하양,CPL,-,5,22,214,1
../data/img\201606067/201606067.jpg,201606067,더블자임정,원형,연두,SK,DJ,5,11,861,91
../data/img\201606139/201606139.jpg,201606139,큐엔디1000연질캡슐,타원형,주황,QDE,-,8,13,771,1
../data/img\201606256/201606256.jpg,201606256,메가엠지연질캡슐,장방형,갈색,메가엠지,-,7,0,1184,1
../data/img\201606414/201606414.jpg,201606414,투와이스플러스연질캡슐,장방형,갈색,투와이스P,-,7,0,1250,1
../data/img\201606425/201606425.jpg,201606425,오늘비타더블골드정,타원형,노랑,V+U,-,8,3,984,1
../data/img\201606430/201606430.jpg,201606430,마미센스정,원형,갈색,mom,SI,5,0,1093,159
../data/img\201606431/201606431.jpg,201606431,에이코프연질캡슐,타원형,보라|투명,A코프,-,8,6,95,1
../data/img\201606463/201606463.jpg,201606463,바이타액트이엑스정,타원형,갈색,VEX,-,8,0,993,1
../data/img\201606492/201606492.jpg,201606492,마그토벤연질캡슐,장방형,갈색,MTB,-,7,0,674,1
../data/img\201606516/201606516.jpg,201606516,모아타민골드비백정,타원형,갈색,MGB,-,8,0,639,1
../data/img\201606544/201606544.jpg,201606544,모아코에이연질캡슐,장방형,주황|투명,모아코A,-,7,14,1187,1
../data/img\201606546/201606546.jpg,201606546,모아콜드에이연질캡슐,장방형,빨강|투명,COLD,-,7,10,201,1
../data/img\201606577/201606577.jpg,201606577,대화산화마그네슘정,원형,하양,MΛ,마크,5,22,691,214
../data/img\201606585/201606585.jpg,201606585,모아코프에이연질캡슐,장방형,초록|투명,코프에이,-,7,18,1239,1
../data/img\201606593/201606593.jpg,201606593,훼로바맘스케어정,타원형,노랑,FPV,-,8,3,364,1
../data/img\201606607/201606607.jpg,201606607,바이타비플러스정,타원형,하양,마크NV,-,8,22,1163,1
../data/img\201606681/201606681.jpg,201606681,알벤다정,장방형,주황,LCB,분할선,7,13,609,223
../data/img\201606791/201606791.jpg,201606791,기가프신연질캡슐,타원형,주황,KS,-,8,13,589,1
../data/img\201606935/201606935.jpg,201606935,동성에르도스테인캡슐,장방형,초록,DSERD,-,7,17,300,1
../data/img\201607031/201607031.jpg,201607031,액티나민플러스정,타원형,노랑,ATN+,-,8,3,77,1
../data/img\201607058/201607058.jpg,201607058,비오틴골드정5밀리그램,원형,하양,BO,분할선,5,22,124,223
