품목일련번호,품목명,표시앞,표시뒤,의약품제형,색상,큰제품이미지
201211564,삼익아스피린장용정,마크,7,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426652207800174
201300034,화이투벤큐노즈연질캡슐,TWLQN,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900016
201300035,화이투벤큐코프연질캡슐,TWLQC,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900021
201300036,화이투벤큐연질캡슐,TWLQQ,-,타원형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900024
201300051,아스텍트정(아스피린),DC,DC,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900055
201300642,카바몰에스정,SIM,-,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426658237900163
201301235,파인펜정,KN11,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426664639200014
201301377,유니온아스피린장용정,UK,SV,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426664639200039
201301493,에이프록센연질캡슐(나프록센),에이프록센,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426664639200069
201302260,아카펜에스정,A분할선A,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426670449700045
198800042,버미플루정(플루벤다졸),F500,F500,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765851155000150
199000005,바로코민정,SP,VΛT,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150497162247900072
199400028,로이솔정(암브록솔염산염),SP,ROS,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765709211200192
198700060,레큐틴정(트리메부틴말레산염),HTRCT,분할선,원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427290893900056
198800057,암펙솔정(암브록솔염산염),HT분할선APX,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369808565900028
200400067,티티아민정(수출명:JECOMVITATABLET|BEEFIXIMINTABLET),HTT,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427290893900076
199600089,휴텍스에이에이피정325밀리그람(아세트아미노펜제피세립),마크,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599010898800094
197800027,데카키논캡슐(유비데카레논캡슐),DECDEC,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N266HhBiUg
201306491,나쎈연질캡슐(나프록센),나쎈,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426697439100109
201306492,캐롤엔연질캡슐(나프록센),캐롤엔,-,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285640712500112
201306597,하벤콜큐연질캡슐,하벤콜Q,-,타원형,빨강|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwsa
201306861,하벤큐연질캡슐,하벤Q,-,타원형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426697439100179
201306862,하벤코프큐연질캡슐,하벤코프Q,-,타원형,파랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPwtA
200400641,세리펙에스정,ANP,SRP,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427249046300197
200502128,다아펜정,분할선,마크DΛ,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427256788200077
200709806,아이플러스연질캡슐,EYE,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100086
200403647,리놀민연질캡슐,리놀민,-,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152415243654100078
200710782,탁센연질캡슐(나프록센),TAK-SEN,-,타원형,초록|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtU6vRYsHt
200403682,하디펜에프연질캡슐,RPHDF,-,타원형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427262812300095
200300826,코애드에프정,TG,CEDF,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147884083011900036
200607735,콘택골드캡슐,YHCNT,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427262812300123
200811364,임팩타민파워정,VB,분할선,타원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F690X
200301479,이벤캡슐,WalC27,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427269602400092
200402581,리게논-큐연질캡슐,SILGQ,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427269602400139
200100944,파라존정,TGPRZ,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800431864400116
199403378,에이프로젠나프록센나트륨정,CGP,16,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoqTSVEGvQ
199600328,바로닉신정125밀리그램(클로닉신리시네이트),CGPBN,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427336539800150
198100078,바로론정(클로닉신리시네이트),VLRKJ,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427336539800184
198200120,타라부틴정(트리메부틴말레산염)(수출명:뉴트리소젠정),TB1KJ,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427336539800187
200603871,코프렐정(벤프로페린인산염),마크,CF20,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002764366400061
198500050,이노엔비타메진캡슐,VMVM,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427297681200062
198500049,비타메진캡슐50밀리그램,VM50VM50,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600053
197500016,낙센정(나프록센),N250,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427297681200156
198800154,젤콤정(플루벤다졸),△▽△ZELCOM▽△▽,ZELCOM분할선CKD,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885309980600004
198900129,애드칼정,ADCAL,분할선,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427304865900070
199300217,종근당알벤다졸정,CKD,분할선,타원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F65Kn
199000139,시스타인캡슐(아세틸시스테인),DPCCST,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604284014300032
199300255,우노바캡슐,DPCWNV,-,장방형,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427311457100001
199600201,카네마졸질정100mg(클로트리마졸),DPC,K,기타,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427311457100065
199600203,동광알마게이트정,마크,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154123315326100064
196600011,베스타제정,BESTASE,-,원형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427311457100131
196600012,베스타제당의정,BSS,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoApPycZgS
198800193,하노백연질캡슐1000아이유(비타민이),HAN1000,-,장방형,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427311457100194
198800190,베스타제포르테정,BSF,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427311457100197
199400202,판피린티정,PANT,분할선,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031134011300035
199600246,베스자임정,BSZT,-,타원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154730760479500022
199000361,엘칸정330밀리그램(엘-카르니틴),ID,L,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300011
197000037,아로나민골드정,Aro-G,Aro-G,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600027
198700309,엘칸츄정(엘-카르니틴),-,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765842976900196
199800473,라니원정,마크,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300124
199700553,큐란정75밀리그램(라니티딘염산염),ID,75,오각형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhUmgNfq_3
199600367,판키아제정,IDP,P,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300168
198700430,알마겔정(알마게이트)(수출명:유한가스트라겔정),YH,AMG,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609556259100119
198800444,그랑페롤연질캡슐1000아이유(비타민이프리퍼레이션),G1000,-,장방형,갈색|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427385470900077
199600581,바이탈씨에프정(수출명:라스코르빈포르트|아스코르빈플러스),YH,V-C,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601167157200105
199700756,삐콤씨에프정(수출명:유한삐콤씨에프정),YH,B-F,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853655168900008
199900528,쎄투연질캡슐,YHE+Mg,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601167157200129
199900536,쎄이칼정(수출명:칼슘포르트씨디(CalciumFortCD)),YH,S-C,타원형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154601167157200123
199000568,프로트린정(나프록센나트륨),KOLON,-,타원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427388029500125
199500466,트라몰정325밀리그람(아세트아미노펜),KOLON분할선PHARM,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317985218400010
199100626,튜란트캡슐200밀리그램(아세틸시스테인),KLNTRTC,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326607822100043
199300758,트라몰정160밀리그람(아세트아미노펜),KOLON,T분할선R,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946443710600125
199900554,안타신정,KOLON,-,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427394179500082
199100632,튜란트캡슐100밀리그램(아세틸시스테인),KLNTRT1,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317985218400045
200000930,닥스펜정(덱시부프로펜),마크,D300,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0n7
199600625,루트펜325밀리그램정(아세트아미노펜),마크,325,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152302920574600000
197000053,액티피드정,마크분할선AC,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369816808500002
197700120,부루펜정200밀리그램(이부프로펜),마크,BR2,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v45V
198000170,포리부틴정(트리메부틴말레산염),SAMIL분할선PB1,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpuA
198300343,부루펜정400밀리그램(이부프로펜),마크,BR4,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v465
198500384,포리라제정,ANP,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427399151600111
197500088,암포젤정(건조수산화알루미늄겔),ID,J,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2fV
199800504,알레틴정(로라타딘)(수출명:비알레틴),마크분할선24,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151585426983100038
198400182,베노론캡슐(디오스민),VENORON300,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317968049100010
199000383,알파본연질캡슐(알파칼시돌)(수출명:아파본연질캡슐),-,-,기타,노랑|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100110
199200475,누코미트캡슐200밀리그램(아세틸시스테인),NUC200,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427361804700020
197000040,대웅우루사연질캡슐,우루사,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68-A
198700405,베아제정,BEARSE,-,장방형,연두,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148647963523800116
199500435,엘도스캡슐(에르도스테인),DWELC,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609804554800049
196000011,페니라민정(클로르페니라민말레산염),YH,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609556259100153
198900712,알리코이부프로펜정400mg,A분할선C,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427423891900066
199701024,콜핀정(수출명:페러그립씨정),A분할선L,COP,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520364900001
199300928,아세락캅셀200밀리그람(아세틸시스테인),ACERACACERAC,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317968049000047
200201784,쎄락틸정300밀리그람(덱시부프로펜디.씨.),마크,S분할선R,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427434926400010
199701099,알메텍정(세티리진염산염),SNP,분할선,타원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427434926400119
198400399,카마졸질정(클로트리마졸),KW,-,기타,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427435917900083
199801026,훼스탈플러스정,훼스탈PLUS,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611724261800070
199900926,훼스탈골드정,FG,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427439892900054
198900578,크로부틴정(트리메부틴말레산염),C분할선B,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlFx
199500536,셀라펜정,AL,SF,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031719169300050
199600669,타스멘정(아세트아미노펜),TSM,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlGV
200000999,타스펜8시간이알서방정650밀리그람(아세트아미노펜)(수출명:도로돈이알정),T-ER,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlH3
199907419,정장생캡슐(바실루스리케니포르미스균),JJSJJS,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427412073300098
198500436,엠코발500마이크로그램캡슐(메코발라민),D-WD-WMCBMCB,-,장방형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335245510100001
199000708,씨이멕스연질캡슐,D-WCEM,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000007
198800558,암브렉트정(암브록솔염산염),D-W,A분할선B,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609807502200011
198700511,헬민200연질캡슐(아르기닌티디아시케이트),헬민200,-,장방형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427418015800064
199300892,세토펜정80밀리그램(아세트아미노펜),마크,분할선,장방형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520365000037
198900699,록솔정(암브록솔염산염),RX,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427418015800137
198700641,삼천당산화마그네슘정250밀리그람,SCD,MO,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427444349700048
198900920,폭센정275밀리그램(나프록센나트륨),마크,분할선,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427468292700170
199201049,모아칼연질캡슐,MorecalMIP,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150955087400400069
199301198,비오라민정,BO,마크,타원형,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208400098
199601068,하이라제정,H,마크,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147978952750300127
199001012,보령아스트릭스캡슐100밀리그람(아스피린),AST100,-,장방형,주황|투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599017940000101
197000076,보나링에이정(디멘히드리네이트),BN분할선BN,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317976910500067
199400891,알콤정(플루벤다졸),A,I분할선Y,사각형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809049909500022
199101135,스파맥정,SPM,I분할선Y,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333333086500004
199201106,알드린정(알마게이트),ALT,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765842976900136
198700731,아낙스정(나프록센나트륨),ANAX,-,장방형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609547680800184
199600913,소담캡슐200mg(아세틸시스테인),SCDSD,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427447394100039
199400823,아이코민연질캡슐,TBCS,-,타원형,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152483056345000157
199701224,애니탈삼중정,AG,A,원형,하양|갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0Qg3ADMaF
197800212,로파인캡슐(로페라미드염산염),TGLOPA,-,장방형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604293243500073
197900219,마스질정(클레마스틴푸마르산염),TG분할선MG,-,원형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369821142900021
198500565,이부펜200밀리그램정(이부프로펜),TGIBT,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765863312600030
199000939,샤젠캡슐(니푸록사지드),TGSAZEN,-,장방형,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7WiIONx65
199100996,메카인정,TG분할선MET,-,원형,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151689487764000171
199100998,소롤캡슐(소브레롤),TGSR200,-,장방형,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326612280200089
199301093,바스칼캡슐,TGBSC,-,장방형,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427453952300030
199701242,태극탄산칼슘정(침강탄산칼슘),TGCCT,-,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NBWZ9IclPo
199901047,태극나렉신정(나프록센나트륨)(수출명:NAPRONEWTABLET),TGNLC,-,원형,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335258227300072
198300476,티메틴정(트리메부틴말레산염)(수출명:OZIMETINETab.),TIM분할선100,분할선,원형,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248800040
